symbol,timestamp,open,high,low,close,volume
ETH,2025-07-25 00:00:00,3707.55,3743.99,3577.97,3720.94,239.818
ETH,2025-07-26 00:00:00,3720.95,3788.86,3702.09,3740.65,189.9478
ETH,2025-07-27 00:00:00,3740.7,3875,3731.68,3873.34,241.7437
ETH,2025-07-28 00:00:00,3873.95,3937.99,3756.01,3794.79,385.175
ETH,2025-07-29 00:00:00,3799.24,3882.7,3719.5,3794.85,355.2876
ETH,2025-07-30 00:00:00,3794.68,3831.19,3686.64,3810.03,304.347
ETH,2025-07-31 00:00:00,3809.36,3875,3688.61,3694.59,269.6416
ETH,2025-08-01 00:00:00,3695.04,3722.22,3434.26,3491.19,429.2323
ETH,2025-08-02 00:00:00,3491.88,3537.35,3370.75,3394.85,299.7443
ETH,2025-08-03 00:00:00,3403.59,3518.85,3358.03,3499.5,150.118
ETH,2025-08-04 00:00:00,3496.28,3735.83,3493.99,3723.12,259.2239
ETH,2025-08-05 00:00:00,3723.13,3723.13,3548.34,3613.2,200.7204
ETH,2025-08-06 00:00:00,3618.1,3697.11,3564.19,3684.14,169.9711
ETH,2025-08-07 00:00:00,3683.94,3922.93,3649.67,3916.68,495.2676
ETH,2025-08-08 00:00:00,3916.58,4067.02,3881.13,4008.63,582.9603
ETH,2025-08-09 00:00:00,4015.14,4321.38,4007.61,4268.66,516.7655
ETH,2025-08-10 00:00:00,4268.06,4327.68,4162.57,4254.57,421.2607
ETH,2025-08-11 00:00:00,4248.25,4362.88,4169.95,4229.51,982.5677
ETH,2025-08-12 00:00:00,4228.31,4637.6,4219.67,4593,664.75104
ETH,2025-08-13 00:00:00,4586.94,4778.97,4566.98,4750.57,531.5313
ETH,2025-08-14 00:00:00,4749.43,4784.62,4446.97,4551.71,814.3562
ETH,2025-08-15 00:00:00,4536.95,4663.58,4370.93,4443.02,464.1227
ETH,2025-08-16 00:00:00,4437.3,4485.77,4371.5,4422.85,195.2966
ETH,2025-08-17 00:00:00,4422.84,4570.53,4397.76,4472.92,238.861
ETH,2025-08-18 00:00:00,4469.11,4478.7,4227.5,4313.96,361.6778
ETH,2025-08-19 00:00:00,4308.06,4354.22,4070.47,4085.11,606.4971
ETH,2025-08-20 00:00:00,4084.1,4374.32,4064.99,4338.38,396.4911
ETH,2025-08-21 00:00:00,4337.1,4339.29,4207.38,4231.45,171.8973
ETH,2025-08-22 00:00:00,4221.44,4884.99,4210,4834.18,1186.019
ETH,2025-08-23 00:00:00,4833.72,4833.72,4667.76,4779.79,388.7378
ETH,2025-08-24 00:00:00,4780,4954.75,4714.49,4789.5,571.23517
ETH,2025-08-25 00:00:00,4781.39,4798.98,4342.84,4391.05,566.1401
ETH,2025-08-26 00:00:00,4370.77,4448.92,4315.6,4441.78,86.4717
